Year,Indicator Name,Indicator Code,Value
2019,Adequacy of benefits in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.adq_q5_rur,0.52078278064093
2016,Adequacy of benefits in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.adq_q5_rur,0.767835703405
2012,Adequacy of benefits in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.adq_q5_rur,0.959019445073002
2019,Adequacy of benefits in 5th quintile (richest) (%) - School Feeding,per_sa_sf.adq_q5_tot,0.507305617409927
2016,Adequacy of benefits in 5th quintile (richest) (%) - School Feeding,per_sa_sf.adq_q5_tot,0.681863700217297
2012,Adequacy of benefits in 5th quintile (richest) (%) - School Feeding,per_sa_sf.adq_q5_tot,0.844640166025205
2012,Adequacy of benefits in 5th quintile (richest) (%) - School Feeding -urban,per_sa_sf.adq_q5_urb,0.410750001452307
2019,Average per capita transfer held by extreme poor (<$2.15 a day) - School Feeding (preT),per_sa_sf.avt_ep_preT_tot,0.10651251920777
2016,Average per capita transfer held by extreme poor (<$2.15 a day) - School Feeding (preT),per_sa_sf.avt_ep_preT_tot,0.125223249032974
2012,Average per capita transfer held by extreme poor (<$2.15 a day) - School Feeding (preT),per_sa_sf.avt_ep_preT_tot,0.151419876754097
2019,Average per capita transfer held by extreme poor (<$2.15 a day) - School Feeding,per_sa_sf.avt_ep_tot,0.11170318751946
2016,Average per capita transfer held by extreme poor (<$2.15 a day) - School Feeding,per_sa_sf.avt_ep_tot,0.0810394172903356
2012,Average per capita transfer held by extreme poor (<$2.15 a day) - School Feeding,per_sa_sf.avt_ep_tot,0.142049659835844
2019,Average per capita transfer - School Feeding (preT),per_sa_sf.avt_pop_preT_tot,0.0932619437581317
2016,Average per capita transfer - School Feeding (preT),per_sa_sf.avt_pop_preT_tot,0.119605581515715
2012,Average per capita transfer - School Feeding (preT),per_sa_sf.avt_pop_preT_tot,0.130492018616695
2019,Average per capita transfer - School Feeding -rural,per_sa_sf.avt_pop_rur,0.0908233278620301
2016,Average per capita transfer - School Feeding -rural,per_sa_sf.avt_pop_rur,0.118352068081697
2012,Average per capita transfer - School Feeding -rural,per_sa_sf.avt_pop_rur,0.133598962742787
2019,Average per capita transfer - School Feeding,per_sa_sf.avt_pop_tot,0.0932619437581317
2016,Average per capita transfer - School Feeding,per_sa_sf.avt_pop_tot,0.119605581515715
2012,Average per capita transfer - School Feeding,per_sa_sf.avt_pop_tot,0.130492018616695
2012,Average per capita transfer - School Feeding -urban,per_sa_sf.avt_pop_urb,0.0913139730421307
2019,Average per capita transfer held by 1st quintile (poorest) - School Feeding (preT),per_sa_sf.avt_q1_preT_tot,0.0897183796393998
2016,Average per capita transfer held by 1st quintile (poorest) - School Feeding (preT),per_sa_sf.avt_q1_preT_tot,0.120356779281809
2012,Average per capita transfer held by 1st quintile (poorest) - School Feeding (preT),per_sa_sf.avt_q1_preT_tot,0.134880085858044
2019,Average per capita transfer held by 1st quintile (poorest) - School Feeding -rural,per_sa_sf.avt_q1_rur,0.0860594073214151
2016,Average per capita transfer held by 1st quintile (poorest) - School Feeding -rural,per_sa_sf.avt_q1_rur,0.102960623813667
2012,Average per capita transfer held by 1st quintile (poorest) - School Feeding -rural,per_sa_sf.avt_q1_rur,0.122654155760417
2019,Average per capita transfer held by 1st quintile (poorest) - School Feeding,per_sa_sf.avt_q1_tot,0.0893998650353928
2016,Average per capita transfer held by 1st quintile (poorest) - School Feeding,per_sa_sf.avt_q1_tot,0.112389031644088
2012,Average per capita transfer held by 1st quintile (poorest) - School Feeding,per_sa_sf.avt_q1_tot,0.128655805386279
2012,Average per capita transfer held by 1st quintile (poorest) - School Feeding -urban,per_sa_sf.avt_q1_urb,0.0944741460594374
2019,Average per capita transfer held by 2nd quintile - School Feeding (preT),per_sa_sf.avt_q2_preT_tot,0.0959217806808188
2016,Average per capita transfer held by 2nd quintile - School Feeding (preT),per_sa_sf.avt_q2_preT_tot,0.115665365373894
2012,Average per capita transfer held by 2nd quintile - School Feeding (preT),per_sa_sf.avt_q2_preT_tot,0.127979974799035
2019,Average per capita transfer held by 2nd quintile - School Feeding -rural,per_sa_sf.avt_q2_rur,0.0897725338193868
2016,Average per capita transfer held by 2nd quintile - School Feeding -rural,per_sa_sf.avt_q2_rur,0.121399600882141
2012,Average per capita transfer held by 2nd quintile - School Feeding -rural,per_sa_sf.avt_q2_rur,0.143677011062097
2019,Average per capita transfer held by 2nd quintile - School Feeding,per_sa_sf.avt_q2_tot,0.0964543136150691
2016,Average per capita transfer held by 2nd quintile - School Feeding,per_sa_sf.avt_q2_tot,0.111285531084342
2012,Average per capita transfer held by 2nd quintile - School Feeding,per_sa_sf.avt_q2_tot,0.126890024527371
2012,Average per capita transfer held by 2nd quintile - School Feeding -urban,per_sa_sf.avt_q2_urb,0.0745952799880597
2019,Average per capita transfer held by 3rd quintile - School Feeding (preT),per_sa_sf.avt_q3_preT_tot,0.0939842656190976
2016,Average per capita transfer held by 3rd quintile - School Feeding (preT),per_sa_sf.avt_q3_preT_tot,0.12479120340377
2012,Average per capita transfer held by 3rd quintile - School Feeding (preT),per_sa_sf.avt_q3_preT_tot,0.120458180490724
2019,Average per capita transfer held by 3rd quintile - School Feeding -rural,per_sa_sf.avt_q3_rur,0.0829841944941602
2016,Average per capita transfer held by 3rd quintile - School Feeding -rural,per_sa_sf.avt_q3_rur,0.118429389827664
2012,Average per capita transfer held by 3rd quintile - School Feeding -rural,per_sa_sf.avt_q3_rur,0.122448899769885
2019,Average per capita transfer held by 3rd quintile - School Feeding,per_sa_sf.avt_q3_tot,0.0805002573688166
2016,Average per capita transfer held by 3rd quintile - School Feeding,per_sa_sf.avt_q3_tot,0.127561525087867
2012,Average per capita transfer held by 3rd quintile - School Feeding,per_sa_sf.avt_q3_tot,0.124379018037868
2012,Average per capita transfer held by 3rd quintile - School Feeding -urban,per_sa_sf.avt_q3_urb,0.0779110111818115
2019,Average per capita transfer held by 4th quintile - School Feeding (preT),per_sa_sf.avt_q4_preT_tot,0.0890392360762349
2016,Average per capita transfer held by 4th quintile - School Feeding (preT),per_sa_sf.avt_q4_preT_tot,0.117076344793697
2012,Average per capita transfer held by 4th quintile - School Feeding (preT),per_sa_sf.avt_q4_preT_tot,0.137645303531295
2019,Average per capita transfer held by 4th quintile - School Feeding -rural,per_sa_sf.avt_q4_rur,0.102927402274144
2016,Average per capita transfer held by 4th quintile - School Feeding -rural,per_sa_sf.avt_q4_rur,0.127029101999504
2012,Average per capita transfer held by 4th quintile - School Feeding -rural,per_sa_sf.avt_q4_rur,0.149164208594852
2019,Average per capita transfer held by 4th quintile - School Feeding,per_sa_sf.avt_q4_tot,0.107448362798707
2016,Average per capita transfer held by 4th quintile - School Feeding,per_sa_sf.avt_q4_tot,0.134553993944621
2012,Average per capita transfer held by 4th quintile - School Feeding,per_sa_sf.avt_q4_tot,0.147132696962038
2012,Average per capita transfer held by 4th quintile - School Feeding -urban,per_sa_sf.avt_q4_urb,0.130142058641875
2019,Average per capita transfer held by 5th quintile (richest) - School Feeding (preT),per_sa_sf.avt_q5_preT_tot,0.100251304043743
2016,Average per capita transfer held by 5th quintile (richest) - School Feeding (preT),per_sa_sf.avt_q5_preT_tot,0.1201413051887
2012,Average per capita transfer held by 5th quintile (richest) - School Feeding (preT),per_sa_sf.avt_q5_preT_tot,0.12477403537245
2019,Average per capita transfer held by 5th quintile (richest) - School Feeding -rural,per_sa_sf.avt_q5_rur,0.0976008631310431
2016,Average per capita transfer held by 5th quintile (richest) - School Feeding -rural,per_sa_sf.avt_q5_rur,0.131587474596463
2012,Average per capita transfer held by 5th quintile (richest) - School Feeding -rural,per_sa_sf.avt_q5_rur,0.149644038370175
2019,Average per capita transfer held by 5th quintile (richest) - School Feeding,per_sa_sf.avt_q5_tot,0.101168747645785
2016,Average per capita transfer held by 5th quintile (richest) - School Feeding,per_sa_sf.avt_q5_tot,0.120791161315495
2012,Average per capita transfer held by 5th quintile (richest) - School Feeding,per_sa_sf.avt_q5_tot,0.139468256590612
2012,Average per capita transfer held by 5th quintile (richest) - School Feeding -urban,per_sa_sf.avt_q5_urb,0.0847403093924189
2019,Benefits incidence in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.ben_ep_preT_tot,3.32696975428089
2016,Benefits incidence in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.ben_ep_preT_tot,3.48106332843895
2012,Benefits incidence in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.ben_ep_preT_tot,11.8234638625278
2019,Benefits incidence in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.ben_ep_tot,0.698477588941629
2016,Benefits incidence in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.ben_ep_tot,0.847461013954666
2012,Benefits incidence in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.ben_ep_tot,8.26708744044969
2019,Benefits incidence in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.ben_q1_preT_tot,26.2513978196394
2016,Benefits incidence in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.ben_q1_preT_tot,29.3227378513398
2012,Benefits incidence in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.ben_q1_preT_tot,41.8474048534079
2019,Benefits incidence in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.ben_q1_rur,22.6384635970083
2016,Benefits incidence in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.ben_q1_rur,21.2236771026069
2012,Benefits incidence in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.ben_q1_rur,32.1045007853753
2019,Benefits incidence in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.ben_q1_tot,25.2131221323172
2016,Benefits incidence in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.ben_q1_tot,25.808714659578
2012,Benefits incidence in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.ben_q1_tot,38.7060042271067
2012,Benefits incidence in 1st quintile (poorest) (%) - School Feeding -urban,per_sa_sf.ben_q1_urb,60.911592225502
2019,Benefits incidence in 2nd quintile (%) - School Feeding (preT),per_sa_sf.ben_q2_preT_tot,25.9564190419958
2016,Benefits incidence in 2nd quintile (%) - School Feeding (preT),per_sa_sf.ben_q2_preT_tot,24.6866376445416
2012,Benefits incidence in 2nd quintile (%) - School Feeding (preT),per_sa_sf.ben_q2_preT_tot,24.6355230123572
2019,Benefits incidence in 2nd quintile (%) - School Feeding -rural,per_sa_sf.ben_q2_rur,22.4608571675972
2016,Benefits incidence in 2nd quintile (%) - School Feeding -rural,per_sa_sf.ben_q2_rur,27.611800462612
2012,Benefits incidence in 2nd quintile (%) - School Feeding -rural,per_sa_sf.ben_q2_rur,25.3336017214211
2019,Benefits incidence in 2nd quintile (%) - School Feeding,per_sa_sf.ben_q2_tot,25.6439409630649
2016,Benefits incidence in 2nd quintile (%) - School Feeding,per_sa_sf.ben_q2_tot,24.3394256381316
2012,Benefits incidence in 2nd quintile (%) - School Feeding,per_sa_sf.ben_q2_tot,24.4949437767999
2012,Benefits incidence in 2nd quintile (%) - School Feeding -urban,per_sa_sf.ben_q2_urb,18.4364127817854
2019,Benefits incidence in 3rd quintile (%) - School Feeding (preT),per_sa_sf.ben_q3_preT_tot,20.7915134305307
2016,Benefits incidence in 3rd quintile (%) - School Feeding (preT),per_sa_sf.ben_q3_preT_tot,22.3550884063231
2012,Benefits incidence in 3rd quintile (%) - School Feeding (preT),per_sa_sf.ben_q3_preT_tot,14.3167419458419
2019,Benefits incidence in 3rd quintile (%) - School Feeding -rural,per_sa_sf.ben_q3_rur,19.9179773075589
2016,Benefits incidence in 3rd quintile (%) - School Feeding -rural,per_sa_sf.ben_q3_rur,20.4955697820562
2012,Benefits incidence in 3rd quintile (%) - School Feeding -rural,per_sa_sf.ben_q3_rur,17.3090980568436
2019,Benefits incidence in 3rd quintile (%) - School Feeding,per_sa_sf.ben_q3_tot,19.1774054463295
2016,Benefits incidence in 3rd quintile (%) - School Feeding,per_sa_sf.ben_q3_tot,23.0048685483939
2012,Benefits incidence in 3rd quintile (%) - School Feeding,per_sa_sf.ben_q3_tot,15.5273056360526
2012,Benefits incidence in 3rd quintile (%) - School Feeding -urban,per_sa_sf.ben_q3_urb,6.72180613274022
2019,Benefits incidence in 4th quintile (%) - School Feeding (preT),per_sa_sf.ben_q4_preT_tot,14.7267946536273
2016,Benefits incidence in 4th quintile (%) - School Feeding (preT),per_sa_sf.ben_q4_preT_tot,14.4420466954466
2012,Benefits incidence in 4th quintile (%) - School Feeding (preT),per_sa_sf.ben_q4_preT_tot,12.2148948582279
2019,Benefits incidence in 4th quintile (%) - School Feeding -rural,per_sa_sf.ben_q4_rur,20.1092638975486
2016,Benefits incidence in 4th quintile (%) - School Feeding -rural,per_sa_sf.ben_q4_rur,19.166235272311
2012,Benefits incidence in 4th quintile (%) - School Feeding -rural,per_sa_sf.ben_q4_rur,15.2199088894977
2019,Benefits incidence in 4th quintile (%) - School Feeding,per_sa_sf.ben_q4_tot,17.4236901376203
2016,Benefits incidence in 4th quintile (%) - School Feeding,per_sa_sf.ben_q4_tot,17.5607860266293
2012,Benefits incidence in 4th quintile (%) - School Feeding,per_sa_sf.ben_q4_tot,13.1687134910813
2012,Benefits incidence in 4th quintile (%) - School Feeding -urban,per_sa_sf.ben_q4_urb,11.5223178058051
2019,Benefits incidence in 5th quintile (richest) (%) - School Feeding (preT),per_sa_sf.ben_q5_preT_tot,12.2738750542069
2016,Benefits incidence in 5th quintile (richest) (%) - School Feeding (preT),per_sa_sf.ben_q5_preT_tot,9.19348940234894
2012,Benefits incidence in 5th quintile (richest) (%) - School Feeding (preT),per_sa_sf.ben_q5_preT_tot,6.98543533016513
2019,Benefits incidence in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.ben_q5_rur,14.8734380302869
2016,Benefits incidence in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.ben_q5_rur,11.5027173804139
2012,Benefits incidence in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.ben_q5_rur,10.0328905468623
2019,Benefits incidence in 5th quintile (richest) (%) - School Feeding,per_sa_sf.ben_q5_tot,12.5418413206681
2016,Benefits incidence in 5th quintile (richest) (%) - School Feeding,per_sa_sf.ben_q5_tot,9.28620512726726
2012,Benefits incidence in 5th quintile (richest) (%) - School Feeding,per_sa_sf.ben_q5_tot,8.10303286895942
2012,Benefits incidence in 5th quintile (richest) (%) - School Feeding -urban,per_sa_sf.ben_q5_urb,2.40787105416726
2019,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.bry_ep_preT_tot,2.91308165853723
2016,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.bry_ep_preT_tot,3.32489858637461
2012,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.bry_ep_preT_tot,10.1893337885117
2019,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.bry_ep_tot,0.583164894957375
2016,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.bry_ep_tot,1.25076253970095
2012,Beneficiary incidence in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.bry_ep_tot,7.59444921889766
2019,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.bry_q1_preT_tot,27.2882367789933
2016,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.bry_q1_preT_tot,29.139722193218
2012,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.bry_q1_preT_tot,40.4859790713545
2019,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.bry_q1_rur,23.8916425938723
2016,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.bry_q1_rur,24.3963758605187
2012,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.bry_q1_rur,34.9692839815324
2019,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.bry_q1_tot,26.3023302925588
2016,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.bry_q1_tot,27.4659037441255
2012,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.bry_q1_tot,39.2584276241306
2012,Beneficiary incidence in 1st quintile (poorest) (%) - School Feeding -urban,per_sa_sf.bry_q1_urb,58.8740911924563
2019,Beneficiary incidence in 2nd quintile (%) - School Feeding (preT),per_sa_sf.bry_q2_preT_tot,25.236667581393
2016,Beneficiary incidence in 2nd quintile (%) - School Feeding (preT),per_sa_sf.bry_q2_preT_tot,25.5276040636584
2012,Beneficiary incidence in 2nd quintile (%) - School Feeding (preT),per_sa_sf.bry_q2_preT_tot,25.1190792357054
2019,Beneficiary incidence in 2nd quintile (%) - School Feeding -rural,per_sa_sf.bry_q2_rur,22.7237631356059
2016,Beneficiary incidence in 2nd quintile (%) - School Feeding -rural,per_sa_sf.bry_q2_rur,26.9186526517652
2012,Beneficiary incidence in 2nd quintile (%) - School Feeding -rural,per_sa_sf.bry_q2_rur,23.5566071948556
2019,Beneficiary incidence in 2nd quintile (%) - School Feeding,per_sa_sf.bry_q2_tot,24.7951977490467
2016,Beneficiary incidence in 2nd quintile (%) - School Feeding,per_sa_sf.bry_q2_tot,26.1591163634824
2012,Beneficiary incidence in 2nd quintile (%) - School Feeding,per_sa_sf.bry_q2_tot,25.1902753683177
2012,Beneficiary incidence in 2nd quintile (%) - School Feeding -urban,per_sa_sf.bry_q2_urb,22.5684802043644
2019,Beneficiary incidence in 3rd quintile (%) - School Feeding (preT),per_sa_sf.bry_q3_preT_tot,20.6317189737191
2016,Beneficiary incidence in 3rd quintile (%) - School Feeding (preT),per_sa_sf.bry_q3_preT_tot,21.4261364242339
2012,Beneficiary incidence in 3rd quintile (%) - School Feeding (preT),per_sa_sf.bry_q3_preT_tot,15.5092875296342
2019,Beneficiary incidence in 3rd quintile (%) - School Feeding -rural,per_sa_sf.bry_q3_rur,21.7995365789833
2016,Beneficiary incidence in 3rd quintile (%) - School Feeding -rural,per_sa_sf.bry_q3_rur,20.4821883634536
2012,Beneficiary incidence in 3rd quintile (%) - School Feeding -rural,per_sa_sf.bry_q3_rur,18.8852456065613
2019,Beneficiary incidence in 3rd quintile (%) - School Feeding,per_sa_sf.bry_q3_tot,22.2175949074082
2016,Beneficiary incidence in 3rd quintile (%) - School Feeding,per_sa_sf.bry_q3_tot,21.570067295197
2012,Beneficiary incidence in 3rd quintile (%) - School Feeding,per_sa_sf.bry_q3_tot,16.2904442251667
2012,Beneficiary incidence in 3rd quintile (%) - School Feeding -urban,per_sa_sf.bry_q3_urb,7.87815245481965
2019,Beneficiary incidence in 4th quintile (%) - School Feeding (preT),per_sa_sf.bry_q4_preT_tot,15.4252165140793
2016,Beneficiary incidence in 4th quintile (%) - School Feeding (preT),per_sa_sf.bry_q4_preT_tot,14.7540427259649
2012,Beneficiary incidence in 4th quintile (%) - School Feeding (preT),per_sa_sf.bry_q4_preT_tot,11.5800993302938
2019,Beneficiary incidence in 4th quintile (%) - School Feeding -rural,per_sa_sf.bry_q4_rur,17.7444512119972
2016,Beneficiary incidence in 4th quintile (%) - School Feeding -rural,per_sa_sf.bry_q4_rur,17.8570386321964
2012,Beneficiary incidence in 4th quintile (%) - School Feeding -rural,per_sa_sf.bry_q4_rur,13.6317154083489
2019,Beneficiary incidence in 4th quintile (%) - School Feeding,per_sa_sf.bry_q4_tot,15.1232384314506
2016,Beneficiary incidence in 4th quintile (%) - School Feeding,per_sa_sf.bry_q4_tot,15.6098526919424
2012,Beneficiary incidence in 4th quintile (%) - School Feeding,per_sa_sf.bry_q4_tot,11.6793346517632
2012,Beneficiary incidence in 4th quintile (%) - School Feeding -urban,per_sa_sf.bry_q4_urb,8.08461636831375
2019,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding (preT),per_sa_sf.bry_q5_preT_tot,11.4181601518152
2016,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding (preT),per_sa_sf.bry_q5_preT_tot,9.15249459292483
2012,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding (preT),per_sa_sf.bry_q5_preT_tot,7.30555483301211
2019,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.bry_q5_rur,13.8406064795413
2016,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.bry_q5_rur,10.3457444920662
2012,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding -rural,per_sa_sf.bry_q5_rur,8.95714780870187
2019,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding,per_sa_sf.bry_q5_tot,11.5616386195356
2016,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding,per_sa_sf.bry_q5_tot,9.19505990525269
2012,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding,per_sa_sf.bry_q5_tot,7.58151813062183
2012,Beneficiary incidence in 5th quintile (richest) (%) - School Feeding -urban,per_sa_sf.bry_q5_urb,2.59465978004591
2019,Benefit-cost ratio -  School-feeding -extreme poor (<$2.15 a day),per_sa_sf.cba_ep_tot,0.008671346836305
2016,Benefit-cost ratio -  School-feeding -extreme poor (<$2.15 a day),per_sa_sf.cba_ep_tot,0.0112945506276202
2012,Benefit-cost ratio -  School-feeding -extreme poor (<$2.15 a day),per_sa_sf.cba_ep_tot,0.0925336863505917
2019,Benefit-cost ratio -  School-feeding -1st quintile (poorest) -rural,per_sa_sf.cba_q1_rur,0.23278476446747
2016,Benefit-cost ratio -  School-feeding -1st quintile (poorest) -rural,per_sa_sf.cba_q1_rur,0.253102339990091
2012,Benefit-cost ratio -  School-feeding -1st quintile (poorest) -rural,per_sa_sf.cba_q1_rur,0.376682757376668
2019,Benefit-cost ratio -  School-feeding -1st quintile (poorest),per_sa_sf.cba_q1_tot,0.258924494083556
2016,Benefit-cost ratio -  School-feeding -1st quintile (poorest),per_sa_sf.cba_q1_tot,0.274546820346695
2012,Benefit-cost ratio -  School-feeding -1st quintile (poorest),per_sa_sf.cba_q1_tot,0.402538270304318
2012,Benefit-cost ratio -  School-feeding - 1st quintile (poorest) -urban,per_sa_sf.cba_q1_urb,0.619227763806612
2019,Coverage in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.cov_ep_preT_tot,3.97740591250902
2016,Coverage in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.cov_ep_preT_tot,5.63236297156363
2012,Coverage in extreme poor (<$2.15 a day) (%) - School Feeding (preT),per_sa_sf.cov_ep_preT_tot,14.3385137104758
2019,Coverage in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.cov_ep_tot,2.12334533954162
2016,Coverage in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.cov_ep_tot,4.25421798190004
2012,Coverage in extreme poor (<$2.15 a day) (%) - School Feeding,per_sa_sf.cov_ep_tot,14.7953444631796
2019,Coverage (%) - School Feeding (preT),per_sa_sf.cov_pop_preT_tot,3.12849218409656
2016,Coverage (%) - School Feeding (preT),per_sa_sf.cov_pop_preT_tot,4.38398489634429
2012,Coverage (%) - School Feeding (preT),per_sa_sf.cov_pop_preT_tot,4.66087700710972
2019,Coverage (%) - School Feeding -rural,per_sa_sf.cov_pop_rur,3.58851848799708
2016,Coverage (%) - School Feeding -rural,per_sa_sf.cov_pop_rur,5.09663394541356
2012,Coverage (%) - School Feeding -rural,per_sa_sf.cov_pop_rur,5.26067783242739
2019,Coverage (%) - School Feeding,per_sa_sf.cov_pop_tot,3.12849218409656
2016,Coverage (%) - School Feeding,per_sa_sf.cov_pop_tot,4.38398489634429
2012,Coverage (%) - School Feeding,per_sa_sf.cov_pop_tot,4.66087700710972
2012,Coverage (%) - School Feeding -urban,per_sa_sf.cov_pop_urb,1.91198115941227
2019,Coverage in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.cov_q1_preT_tot,4.2691548599266
2016,Coverage in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.cov_q1_preT_tot,6.38883814415654
2012,Coverage in 1st quintile (poorest) (%) - School Feeding (preT),per_sa_sf.cov_q1_preT_tot,9.43561751391774
2019,Coverage in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.cov_q1_rur,4.28755213286884
2016,Coverage in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.cov_q1_rur,6.21832438919665
2012,Coverage in 1st quintile (poorest) (%) - School Feeding -rural,per_sa_sf.cov_q1_rur,9.20407991837224
2019,Coverage in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.cov_q1_tot,4.11444558991925
2016,Coverage in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.cov_q1_tot,6.0207566367677
2012,Coverage in 1st quintile (poorest) (%) - School Feeding,per_sa_sf.cov_q1_tot,9.14949489685618
2012,Coverage in 1st quintile (poorest) (%) - School Feeding -urban,per_sa_sf.cov_q1_urb,5.63217527624883
2019,Coverage in 2nd quintile (%) - School Feeding (preT),per_sa_sf.cov_q2_preT_tot,3.94748084897998
2016,Coverage in 2nd quintile (%) - School Feeding (preT),per_sa_sf.cov_q2_preT_tot,5.59441262385576
2012,Coverage in 2nd quintile (%) - School Feeding (preT),per_sa_sf.cov_q2_preT_tot,5.85482513413582
2019,Coverage in 2nd quintile (%) - School Feeding -rural,per_sa_sf.cov_q2_rur,4.07730823204187
2016,Coverage in 2nd quintile (%) - School Feeding -rural,per_sa_sf.cov_q2_rur,6.86238160766938
2012,Coverage in 2nd quintile (%) - School Feeding -rural,per_sa_sf.cov_q2_rur,6.19311393245017
2019,Coverage in 2nd quintile (%) - School Feeding,per_sa_sf.cov_q2_tot,3.87865797950382
2016,Coverage in 2nd quintile (%) - School Feeding,per_sa_sf.cov_q2_tot,5.73548473358267
2012,Coverage in 2nd quintile (%) - School Feeding,per_sa_sf.cov_q2_tot,5.87127281051078
2012,Coverage in 2nd quintile (%) - School Feeding -urban,per_sa_sf.cov_q2_urb,2.15634969383717
2019,Coverage in 3rd quintile (%) - School Feeding (preT),per_sa_sf.cov_q3_preT_tot,3.22730153304074
2016,Coverage in 3rd quintile (%) - School Feeding (preT),per_sa_sf.cov_q3_preT_tot,4.69736030349804
2012,Coverage in 3rd quintile (%) - School Feeding (preT),per_sa_sf.cov_q3_preT_tot,3.61414257411968
2019,Coverage in 3rd quintile (%) - School Feeding -rural,per_sa_sf.cov_q3_rur,3.91064441812856
2016,Coverage in 3rd quintile (%) - School Feeding -rural,per_sa_sf.cov_q3_rur,5.21672114199574
2012,Coverage in 3rd quintile (%) - School Feeding -rural,per_sa_sf.cov_q3_rur,4.96726569279781
2019,Coverage in 3rd quintile (%) - School Feeding,per_sa_sf.cov_q3_tot,3.47584746371075
2016,Coverage in 3rd quintile (%) - School Feeding,per_sa_sf.cov_q3_tot,4.72697055287886
2012,Coverage in 3rd quintile (%) - School Feeding,per_sa_sf.cov_q3_tot,3.79569993976154
2012,Coverage in 3rd quintile (%) - School Feeding -urban,per_sa_sf.cov_q3_urb,0.75326722020476
2019,Coverage in 4th quintile (%) - School Feeding (preT),per_sa_sf.cov_q4_preT_tot,2.41284066683432
2016,Coverage in 4th quintile (%) - School Feeding (preT),per_sa_sf.cov_q4_preT_tot,3.23356855194957
2012,Coverage in 4th quintile (%) - School Feeding (preT),per_sa_sf.cov_q4_preT_tot,2.69859392572405
2019,Coverage in 4th quintile (%) - School Feeding -rural,per_sa_sf.cov_q4_rur,3.18500424709018
